기업명,코드,업종,15회업종분류,"규모
코드","내부
지분율
(4)","전문경영인정도
(3)","소비성
지출
(3)","위험성
(5)","관계사
출자
(3)","관계사
지급보증
(2)","건전성
(20점)","공정거래1
(1)","공정거래2
(2)","불성실
공시
(2)","
사업
보고서 
적정성
(2)","사외이사비율
(2)","사외이사의이사회
참여
(2)","공정성
(11점)","장애인
고용비율
(2)","여성
채용비율
(2)","기부금
(3)","사회봉사
기여도
(7)","공산품사후봉사
우수기업인증
(2)","품질
관련인증
(3)","광고비
과다지출
(2)","소비자보호만족도
총점
(7)","환경
회계공시
(2)","에너지
효율
(2)","환경관련인증 
및 수상
(3)","수,대,특 
오염실태(3)","환경보호만족도
총점
(10)","작업장
보건
안전인증(2)","1인당
교육훈련비
(2)","교육훈련비
증가율
(2)","임금
보상체계
(2)","복지후생
(2)","종업원
만족도
총점
(10)","연구개발지출
(제조2점/
비제조3점)","특허및장영실상
(제조1점)","수익성
(1)","성장성
(1)","설비투자
(제조1점)","고용인력
증가율
(비제조1점)","조세납부
(제조1점,
비제조2점)","배당성향
(1)","노동생산성
증가율
(1)","수출비중
(제조1점)","경제발전
기여도
(10)","정량평가
총점
(75)"
조선선재,' 00590,조립금속제조업,전기전자/기계업,3 ,2.02 ,1.20 ,2.10 ,4.25 ,2.55 ,1.70 ,13.82 ,0.55 ,1.10 ,1.70 ,2.00 ,0.50 ,2.00 ,7.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.39 ,1.12 ,0.96 ,0.61 ,4.59 ,0.50 ,0.25 ,0.54 ,0.26 ,1.00 ,,0.44 ,0.26 ,0.43 ,0.55 ,4.23 ,40.98 
한라건설,' 14790,종합건설업,비제조/서비스업,1 ,3.02 ,2.55 ,2.10 ,4.25 ,1.20 ,0.80 ,13.92 ,0.55 ,1.10 ,1.70 ,1.60 ,1.10 ,0.50 ,6.55 ,0.75 ,0.50 ,1.23 ,2.48 ,1.00 ,1.20 ,0.50 ,2.70 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,2.00 ,1.21 ,1.05 ,0.82 ,5.58 ,0.75 ,,0.64 ,0.26 ,,0.85 ,0.78 ,0.28 ,0.49 ,,4.05 ,40.97 
모나미,' 05360,도매업,비제조/서비스업,2 ,3.44 ,1.65 ,1.65 ,2.75 ,1.65 ,1.10 ,12.24 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.50 ,0.50 ,0.77 ,2.77 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,1.87 ,1.50 ,1.23 ,0.83 ,5.93 ,0.75 ,,0.42 ,0.26 ,,0.70 ,0.61 ,0.29 ,0.45 ,,3.48 ,40.86 
대한전선,' 01440,전기장비제조,전기전자/기계업,3 ,1.85 ,2.55 ,1.20 ,2.00 ,1.65 ,1.70 ,10.95 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.48 ,1.70 ,0.97 ,4.16 ,1.00 ,1.65 ,0.50 ,3.15 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,0.50 ,0.50 ,0.65 ,0.65 ,2.80 ,0.80 ,0.40 ,0.43 ,0.26 ,1.00 ,,0.37 ,0.32 ,0.43 ,0.40 ,4.41 ,40.81 
만호제강,' 01080,제1차금속산업,금속/비금속/화학업,2 ,2.53 ,1.65 ,2.10 ,4.25 ,2.10 ,1.70 ,14.33 ,0.85 ,1.70 ,1.10 ,2.00 ,0.50 ,0.50 ,6.65 ,1.75 ,0.50 ,0.80 ,3.05 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.50 ,0.50 ,1.62 ,0.89 ,4.01 ,1.10 ,0.25 ,0.29 ,0.26 ,1.00 ,,0.30 ,0.29 ,0.48 ,0.70 ,4.67 ,40.75 
롯데미도파,' 04010,소매업,비제조/서비스업,1 ,1.28 ,2.55 ,3.00 ,2.75 ,2.55 ,1.70 ,13.83 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,0.97 ,0.50 ,0.84 ,2.31 ,1.00 ,0.75 ,1.00 ,2.75 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.68 ,1.18 ,0.92 ,5.27 ,0.75 ,,0.43 ,0.28 ,,0.25 ,0.50 ,0.25 ,0.56 ,,3.01 ,40.72 
조일알미늄공업,' 18470,제1차금속산업,금속/비금속/화학업,2 ,1.57 ,1.65 ,2.10 ,2.00 ,2.55 ,1.70 ,11.57 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,1.50 ,8.85 ,1.96 ,0.50 ,0.95 ,3.41 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,0.50 ,0.50 ,0.69 ,0.50 ,2.69 ,0.80 ,0.25 ,0.49 ,0.26 ,1.00 ,,0.40 ,0.27 ,0.45 ,0.55 ,4.46 ,40.63 
영창실업,' 10600,도매업,비제조/서비스업,2 ,2.55 ,2.10 ,2.55 ,2.00 ,1.20 ,0.80 ,11.20 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.76 ,2.45 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,2.00 ,1.16 ,2.00 ,0.94 ,6.60 ,0.75 ,,0.40 ,0.26 ,,0.25 ,0.63 ,0.27 ,0.62 ,,3.17 ,40.53 
케드콤,' 11050,사무기기제조,전기전자/기계업,2 ,3.55 ,2.10 ,3.00 ,2.00 ,1.20 ,1.40 ,13.25 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.63 ,0.73 ,1.15 ,0.70 ,3.70 ,1.40 ,0.25 ,0.28 ,0.26 ,0.66 ,,0.25 ,0.25 ,0.42 ,0.85 ,4.62 ,40.41 
진양,' 03780,고무제품제조,금속/비금속/화학업,3 ,2.14 ,1.65 ,2.10 ,4.25 ,1.65 ,1.70 ,13.49 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,0.76 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.50 ,0.50 ,1.13 ,0.85 ,3.48 ,0.50 ,0.25 ,0.30 ,0.25 ,1.00 ,,0.40 ,0.31 ,0.47 ,0.70 ,4.18 ,40.40 
문배철강,' 08420,제1차금속산업,금속/비금속/화학업,2 ,2.55 ,1.65 ,2.10 ,3.50 ,1.65 ,1.70 ,13.15 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.61 ,2.00 ,0.64 ,0.50 ,4.26 ,0.50 ,0.25 ,0.83 ,0.26 ,0.47 ,,0.46 ,0.27 ,0.68 ,0.40 ,4.12 ,40.36 
영풍제지,' 06740,종이제품제조,식약/섬유/종이업,3 ,2.14 ,1.65 ,2.10 ,5.00 ,1.65 ,1.70 ,14.24 ,0.85 ,1.70 ,1.10 ,1.60 ,0.50 ,2.00 ,7.75 ,1.19 ,1.70 ,0.82 ,3.71 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,0.75 ,3.70 ,0.50 ,0.89 ,0.70 ,0.93 ,0.61 ,3.63 ,0.50 ,0.25 ,0.41 ,0.26 ,1.00 ,,0.42 ,0.32 ,0.43 ,0.40 ,3.99 ,40.27 
배명금속,' 11800,제1차금속산업,금속/비금속/화학업,3 ,2.77 ,2.10 ,2.55 ,2.00 ,2.55 ,1.10 ,13.07 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.64 ,0.64 ,1.67 ,1.37 ,4.82 ,0.50 ,0.25 ,0.33 ,0.26 ,0.73 ,,0.27 ,0.31 ,0.49 ,0.55 ,3.68 ,40.21 
대호에이엘,' 69460,제1차금속산업,금속/비금속/화학업,3 ,2.62 ,1.65 ,2.10 ,1.25 ,2.55 ,1.70 ,11.87 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.68 ,0.61 ,0.57 ,0.50 ,2.87 ,0.80 ,0.25 ,0.66 ,0.26 ,1.00 ,,1.00 ,0.28 ,0.50 ,0.70 ,5.44 ,40.03 
국동,' 05320,도매업,비제조/서비스업,2 ,2.13 ,1.65 ,2.55 ,1.25 ,1.65 ,0.80 ,10.03 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.95 ,1.75 ,0.50 ,0.76 ,3.01 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.23 ,1.88 ,2.00 ,1.32 ,6.93 ,0.75 ,,0.32 ,0.26 ,,0.25 ,0.60 ,0.36 ,0.49 ,,3.02 ,39.99 
삼환까뮤,' 13700,종합건설업,비제조/서비스업,2 ,2.29 ,2.55 ,3.00 ,2.75 ,2.55 ,1.70 ,14.84 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,0.81 ,0.50 ,0.75 ,2.06 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.86 ,0.67 ,1.90 ,0.58 ,4.50 ,0.75 ,,0.34 ,0.26 ,,0.25 ,0.85 ,0.30 ,0.52 ,,3.27 ,39.98 
세기상사,' 02420,오락문화운동관련업,비제조/서비스업,3 ,1.96 ,1.20 ,2.10 ,2.75 ,2.55 ,1.70 ,12.26 ,0.55 ,1.70 ,1.70 ,1.60 ,1.10 ,2.00 ,8.65 ,1.19 ,0.50 ,0.89 ,2.58 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.67 ,2.00 ,0.83 ,0.50 ,4.50 ,0.75 ,,0.66 ,0.26 ,,0.25 ,1.20 ,0.28 ,0.54 ,,3.93 ,39.97 
세양선박,' 00790,수상운송업,비제조/서비스업,2 ,3.36 ,2.55 ,1.20 ,2.75 ,1.20 ,0.50 ,11.56 ,0.55 ,1.10 ,1.70 ,1.60 ,1.10 ,1.10 ,7.15 ,1.19 ,1.70 ,0.85 ,3.74 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,1.75 ,0.60 ,0.58 ,5.43 ,0.75 ,,0.52 ,0.27 ,,0.25 ,0.50 ,0.25 ,1.00 ,,3.54 ,39.92 
성원건설,' 12090,종합건설업,비제조/서비스업,1 ,2.26 ,2.55 ,2.55 ,2.00 ,2.10 ,0.80 ,12.26 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,1.70 ,1.02 ,3.91 ,1.00 ,0.75 ,1.00 ,2.75 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.86 ,1.08 ,0.69 ,5.13 ,1.65 ,,0.45 ,0.26 ,,0.25 ,0.55 ,0.25 ,0.41 ,,3.82 ,39.91 
대경기계기술,' 15590,기타장비제조업,전기전자/기계업,2 ,3.76 ,2.55 ,2.55 ,1.25 ,1.65 ,1.40 ,13.16 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,0.86 ,0.50 ,0.75 ,2.11 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.90 ,0.58 ,1.73 ,1.11 ,4.82 ,0.80 ,0.25 ,0.32 ,0.26 ,0.61 ,,0.29 ,0.25 ,0.50 ,0.85 ,4.12 ,39.71 
한국석유공업,' 04090,비금속광물제조업,금속/비금속/화학업,2 ,3.02 ,1.65 ,1.65 ,2.00 ,1.20 ,0.50 ,10.02 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,0.50 ,1.55 ,3.24 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,2.00 ,0.74 ,1.69 ,1.05 ,5.98 ,1.40 ,0.55 ,0.40 ,0.26 ,1.00 ,,0.29 ,0.28 ,0.45 ,0.40 ,5.03 ,39.62 
한국내화,' 10040,비금속광물제조업,금속/비금속/화학업,3 ,1.61 ,2.10 ,2.10 ,2.75 ,1.20 ,1.70 ,11.46 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.94 ,1.19 ,1.38 ,1.02 ,5.03 ,1.40 ,0.25 ,0.47 ,0.26 ,1.00 ,,0.33 ,0.29 ,0.43 ,0.25 ,4.68 ,39.61 
명성,' 11400,자동차제조,전기전자/기계업,3 ,2.40 ,1.20 ,3.00 ,2.00 ,2.55 ,1.70 ,12.85 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,0.50 ,0.80 ,2.49 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.97 ,0.98 ,2.00 ,0.50 ,4.95 ,0.50 ,0.40 ,0.38 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.52 ,0.85 ,4.41 ,39.60 
영풍,' 00670,제1차금속산업,금속/비금속/화학업,1 ,1.46 ,2.10 ,2.55 ,3.50 ,1.20 ,1.70 ,12.51 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.04 ,0.50 ,0.77 ,2.31 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,1.06 ,0.72 ,0.50 ,0.50 ,3.28 ,0.50 ,0.25 ,0.48 ,0.26 ,1.00 ,,0.30 ,0.26 ,0.57 ,0.85 ,4.47 ,39.47 
한국주강,' 25890,기타장비제조업,전기전자/기계업,3 ,2.43 ,1.20 ,2.10 ,2.75 ,1.65 ,1.10 ,11.23 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,2.00 ,8.75 ,1.19 ,0.50 ,0.76 ,2.45 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.58 ,0.72 ,0.96 ,0.50 ,3.26 ,1.70 ,0.25 ,0.81 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.47 ,0.55 ,5.54 ,39.27 
케이아이씨,' 07460,조립금속제조업,전기전자/기계업,3 ,3.08 ,2.55 ,1.65 ,1.25 ,1.20 ,1.10 ,10.83 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,1.70 ,0.80 ,3.69 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,2.10 ,4.35 ,0.50 ,2.00 ,1.49 ,0.99 ,0.81 ,5.78 ,0.50 ,0.25 ,0.51 ,0.26 ,1.00 ,,0.33 ,0.27 ,0.35 ,0.55 ,4.02 ,39.21 
인지컨트롤스,' 23800,자동차제조,전기전자/기계업,2 ,2.31 ,2.10 ,2.55 ,2.75 ,1.65 ,1.10 ,12.46 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,0.88 ,0.50 ,0.78 ,2.16 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.11 ,0.76 ,0.95 ,0.58 ,3.90 ,1.10 ,0.70 ,0.71 ,0.26 ,1.00 ,,0.35 ,0.28 ,0.40 ,0.85 ,5.66 ,39.07 
대창단조,' 15230,자동차제조,전기전자/기계업,2 ,2.73 ,1.65 ,3.00 ,2.00 ,1.65 ,0.80 ,11.83 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,1.19 ,0.50 ,0.87 ,2.55 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.73 ,1.31 ,1.22 ,0.50 ,4.27 ,0.50 ,0.25 ,0.53 ,0.26 ,1.00 ,,0.29 ,0.27 ,0.54 ,0.70 ,4.35 ,39.00 
지코,' 10580,자동차제조,전기전자/기계업,3 ,3.00 ,1.20 ,2.55 ,2.00 ,1.65 ,1.70 ,12.10 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,0.50 ,6.85 ,1.19 ,1.70 ,0.82 ,3.71 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.57 ,0.94 ,0.81 ,0.61 ,3.43 ,1.40 ,0.25 ,0.39 ,0.26 ,1.00 ,,0.25 ,0.25 ,0.36 ,0.70 ,4.86 ,39.00 
신화실업,' 01770,제1차금속산업,금속/비금속/화학업,3 ,3.03 ,2.10 ,2.10 ,2.00 ,2.55 ,1.70 ,13.48 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.10 ,4.35 ,0.50 ,0.53 ,0.63 ,0.85 ,0.82 ,3.33 ,0.50 ,0.25 ,0.59 ,0.26 ,1.00 ,,0.40 ,0.28 ,0.47 ,0.55 ,4.29 ,38.99 
ACTS,' 05760,도매업,비제조/서비스업,3 ,2.83 ,1.65 ,2.10 ,1.25 ,1.20 ,1.10 ,10.13 ,0.85 ,1.70 ,1.70 ,2.00 ,1.50 ,0.50 ,8.25 ,1.19 ,1.70 ,1.15 ,4.04 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.55 ,0.79 ,2.00 ,1.40 ,5.24 ,0.75 ,,0.25 ,0.26 ,,0.85 ,0.50 ,0.25 ,0.32 ,,3.18 ,38.89 
신한,' 05450,종합건설업,비제조/서비스업,2 ,1.72 ,2.55 ,2.10 ,3.50 ,1.65 ,1.10 ,12.62 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.19 ,0.50 ,0.76 ,2.45 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,1.65 ,2.55 ,5.70 ,0.50 ,1.02 ,0.67 ,1.35 ,0.71 ,4.25 ,0.75 ,,0.34 ,0.26 ,,0.25 ,0.50 ,0.33 ,0.42 ,,2.84 ,38.56 
사조산업,' 07160,어업,식약/섬유/종이업,2 ,2.61 ,2.55 ,2.55 ,1.25 ,1.20 ,0.50 ,10.66 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,2.00 ,9.35 ,0.81 ,0.50 ,1.10 ,2.41 ,1.00 ,1.20 ,1.50 ,3.70 ,1.00 ,0.50 ,0.75 ,1.65 ,3.90 ,0.50 ,0.98 ,0.80 ,1.00 ,0.68 ,3.97 ,0.80 ,0.25 ,0.37 ,0.26 ,0.65 ,,0.36 ,0.29 ,0.73 ,0.70 ,4.40 ,38.39 
NI테크,' 08260,제1차금속산업,금속/비금속/화학업,3 ,2.09 ,1.20 ,2.10 ,2.75 ,2.55 ,1.70 ,12.39 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,1.10 ,7.85 ,1.19 ,0.50 ,0.75 ,2.44 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.92 ,0.81 ,0.89 ,0.50 ,3.62 ,0.50 ,0.25 ,0.67 ,0.27 ,1.00 ,,0.25 ,0.28 ,0.55 ,0.25 ,4.01 ,38.36 
필룩스,' 33180,영상통신장비제조,전기전자/기계업,3 ,2.32 ,1.65 ,2.10 ,2.00 ,1.20 ,0.50 ,9.77 ,0.85 ,1.70 ,1.70 ,2.00 ,1.10 ,0.50 ,7.85 ,1.19 ,0.50 ,0.76 ,2.45 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.78 ,0.57 ,1.69 ,0.87 ,4.41 ,1.40 ,0.70 ,0.44 ,0.26 ,1.00 ,,0.32 ,0.27 ,0.49 ,0.85 ,5.72 ,38.25 
원림,' 05820,섬유제품제조업,식약/섬유/종이업,3 ,1.87 ,0.75 ,1.65 ,2.75 ,2.55 ,1.70 ,11.27 ,0.85 ,1.70 ,1.70 ,1.60 ,0.50 ,2.00 ,8.35 ,1.19 ,0.50 ,0.84 ,2.53 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,0.63 ,0.52 ,0.83 ,0.74 ,3.21 ,0.50 ,0.55 ,0.49 ,0.26 ,0.71 ,,0.41 ,0.27 ,0.81 ,0.70 ,4.70 ,38.11 
동원금속공업,' 18500,자동차제조,전기전자/기계업,2 ,2.76 ,0.75 ,2.10 ,1.25 ,1.20 ,0.50 ,8.56 ,0.85 ,1.70 ,1.70 ,2.00 ,0.50 ,0.50 ,7.25 ,2.00 ,0.50 ,0.85 ,3.35 ,1.00 ,0.75 ,1.50 ,3.25 ,1.70 ,0.50 ,0.75 ,2.55 ,5.50 ,0.50 ,0.86 ,0.80 ,1.04 ,0.70 ,3.91 ,1.40 ,0.25 ,0.42 ,0.26 ,1.00 ,,0.25 ,0.29 ,0.35 ,0.85 ,5.07 ,36.89 
신대양제지,' 16590,종이제품제조,식약/섬유/종이업,2 ,1.66 ,1.65 ,2.10 ,2.00 ,1.20 ,1.10 ,9.71 ,0.55 ,1.10 ,1.70 ,1.60 ,1.10 ,0.50 ,6.55 ,1.19 ,0.50 ,0.83 ,2.52 ,1.00 ,1.20 ,1.50 ,3.70 ,1.70 ,1.40 ,0.75 ,2.55 ,6.40 ,0.50 ,0.73 ,0.68 ,0.74 ,0.60 ,3.24 ,0.50 ,0.25 ,0.27 ,0.26 ,1.00 ,,0.28 ,1.00 ,0.43 ,0.55 ,4.54 ,36.67 
국보,' 01140,육상운송업,비제조/서비스업,3 ,2.03 ,2.10 ,1.20 ,1.25 ,2.10 ,0.80 ,9.48 ,0.85 ,1.70 ,1.70 ,1.60 ,1.10 ,0.50 ,7.45 ,1.19 ,0.50 ,0.82 ,2.51 ,1.00 ,0.75 ,1.50 ,3.25 ,1.00 ,0.50 ,0.75 ,2.55 ,4.80 ,0.50 ,1.34 ,0.80 ,1.35 ,1.03 ,5.03 ,0.75 ,,0.27 ,0.26 ,,0.70 ,0.53 ,0.25 ,0.35 ,,3.11 ,35.62 
